,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
1531,False,/v26LJqvONINHfmUVuIGZyllbCIO.jpg,"[18, 10759]",32868,['US'],en,Nikita,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.",166.281,/iGgHX4OOPWwVMlXvhnTdxbHgKjB.jpg,2010-09-09,Nikita,7.296,400
1532,False,/fFuSKaUfafbNikHSXzDjwes70GB.jpg,"[10765, 18]",86374,['FR'],en,War of the Worlds,"When astronomers detect a transmission from another galaxy, it is definitive proof of intelligent extra-terrestrial life. The world’s population waits for further contact with bated breath. They do not have to wait long. Within days, mankind is all but wiped out by a devastating attack; pockets of humanity are left in an eerily deserted world. As aliens hunt and kill those left alive, the survivors ask a burning question – who are these attackers and why are they hell-bent on our destruction?",96.473,/yThmbQkxSzW4HHdAaoj8RYHFH3i.jpg,2019-10-28,War of the Worlds,7.294,827
1533,False,/loV6xhTbeJyN1yh1NBqjGFKdtEz.jpg,[18],84452,['CO'],es,Nicky Jam: El Ganador,Follow Reggaeton artist Nicky Jam's struggles to overcome drug addiction and rise to international success in this dramatization of his life story.,24.803,/r0SIujs19jJcWTq5IQO1oyB25XX.jpg,2018-11-30,Nicky Jam: El Ganador,7.294,524
1534,False,/4mwCGK8ppHNU34fNkr80Hs7w3HU.jpg,"[10759, 80, 18, 35]",67116,['US'],en,Lethal Weapon,A slightly unhinged former Navy SEAL lands a job as a police officer in Los Angeles where he's partnered with a veteran detective trying to keep maintain a low stress level in his life.,240.243,/jbMZkxLHVDSKiZh0HppCthRW96k.jpg,2016-09-21,Lethal Weapon,7.295,685
1535,False,/fiKo4nW0aXVJGTwWJXYqTjd103F.jpg,"[18, 10768]",28379,['GB'],en,The Diary of Anne Frank,Five-part adaptation of Anne Frank's famous wartime diaries in which a young teenager and her family go into hiding from the Nazis in wartime Amsterdam.,26.166,/mCMtsNo7dbsi7BZ3vgehZUpC2f5.jpg,2009-01-05,The Diary of Anne Frank,7.292,353
1536,False,/6OQHKY4G9wAGwX2riJEzPeGlIu3.jpg,"[80, 18, 9648]",100010,['US'],en,Big Sky,"Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken.",134.575,/4CUK42x0TvcWvuRXfjAFQlCeRdf.jpg,2020-11-17,Big Sky,7.291,246
1537,False,/qR86WuTqW7cq9I1OnxD9p3tslP0.jpg,[35],61381,['US'],en,black-ish,"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",167.53,/ga1zJ6UejPIfyL8BA22pK6dqsC8.jpg,2014-09-24,black-ish,7.3,280
1538,False,/n9JoMVu8exHVQFzKvpeysyhIN4H.jpg,"[10759, 18, 80]",122530,['US'],en,Panic,"In the forgotten town of Carp, Texas, Panic is the only way out. Every summer the graduating seniors risk their lives competing in a series of challenges for the chance to win life-changing money. After the death of two players the stakes—and danger—have never been higher.",20.082,/yNsVFQsXW5CYtFkrDSu5BmLEtdF.jpg,2021-05-27,Panic,7.3,243
1539,False,/3wENWQzjQiBNBAAIkelomjJTCud.jpg,[18],68202,['BR'],pt,Me Chama de Bruna,"Raquel is a girl, adopted by an upper-middle-class family, who rebelled at 17 and left her family and studies at a traditional college in São Paulo to become a prostitute.",32.041,/mFEtIlr97xkYRTNhRXUCgR2PvUa.jpg,2016-10-08,Call Me Bruna,7.287,389
1540,False,/f1sjJoT21vH9snaCjipKlMM1DCF.jpg,"[10765, 9648, 18]",60905,['US'],en,Salem,"Set in the volatile world of 17th century Massachusetts, 'Salem' explores what really fueled the town's infamous witch trials and dares to uncover the dark, supernatural truth hiding behind the veil of this infamous period in American history. In Salem, witches are real, but they are not who or what they seem.",52.092,/sS9pnQSjH2COeBvhRalfyZlN4TJ.jpg,2014-04-20,Salem,7.287,289
1541,False,/uD1q3IqhWLmXsSeVEZzr7CRfdtO.jpg,[10759],83949,['US'],en,Treadstone,"The Treadstone project, having created super spy Jason Bourne, turns its attention on a new protocol to develop unstoppable superhuman assassins.",58.88,/tzoxJjPSgsPCepWgpl4LWjCKise.jpg,2019-10-15,Treadstone,7.286,227
1542,False,/A2XDyb9nPLi2TxXHuzJDZJyAXKx.jpg,"[18, 10766]",35527,['CO'],es,La tormenta,"La Tormenta is a Colombian 2005 telenovela produced by RTI Colombia and broadcast by Telemundo and Caracol TV, starring Natalia Streignard and Christian Meier.

Maria Teresa is a woman accustomed to living in the city, but she has to move to live at ‘La Tormenta’, her family’s estate, to try to save her family from financial ruin. The family is facing economic problems and she thinks La Tormenta will save them from bankruptcy.",122.482,/hvuTxg4RV6w7jgcFn95MnhiIiNh.jpg,2005-09-19,La tormenta,7.286,309
1543,False,/ccR7zIr17eLK750ySE0ap5jtktO.jpg,"[18, 9648, 35]",93287,['US'],en,The Flight Attendant,"Flight attendant Cassandra Bowden wakes in her hotel room hungover from the night before in Dubai with a dead body lying next to her. Afraid to call the police, she continues her morning as if nothing happened. In New York, she is met by FBI agents who question her about her recent layover in Bangkok. Still unable to piece the night together, she begins to wonder if she could be the killer.",74.64,/oCK0o8CWV46Z0PUdh7CKXnjD2Po.jpg,2020-11-26,The Flight Attendant,7.284,490
1544,False,/lpJ0IBmexsrxMxdo6vwF7LyBI2h.jpg,"[16, 10759, 10765]",11279,['JP'],ja,ガンツ,"If you are chosen by the bizarre black sphere known as the Gantz, you are already dead—yet you might be able to reclaim your mortality. First, the Gantz demands that you undertake brutal missions of madness, killing aliens hidden among the population. It is your only chance and you have no choice. You must play this disturbing game. And if you die again—and you likely will—it’s permanent.",50.571,/spyDQ1Cv8m4L8EaXS6iXSpbLWA.jpg,2004-04-13,GANTZ,7.284,238
1545,False,/6n5Si0RkYehKfPaDfg1p4besZqa.jpg,"[18, 10765]",79611,['US'],en,Charmed,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",101.497,/doXHjfOtEmX8kEq1tsMnNqq9YLZ.jpg,2018-10-14,Charmed,7.283,412
1546,False,/omzjmQdaV2PBSyfgsB6RWsxk1lo.jpg,"[18, 80]",64433,['US'],en,Shades of Blue,"Sexy New York detective and single mother Harlee Santos fell in with a tight-knit group of dirty cops, taking bribes and protection money that she uses to provide the best life for her honest, talented daughter. But when she's trapped by the FBI and forced to inform on her own ""brothers,"" she'll have to walk the fine line between love, loyalty, honor and betrayal, and try to keep it together for her daughter's future.",47.755,/kSCnmyWycGsxu8BgSoyM8GYsZck.jpg,2016-01-07,Shades of Blue,7.283,246
1547,False,/zJeWBM8AiA2wS8OnBMkt1l9Yy5d.jpg,"[10759, 80, 18, 9648]",734,['US'],en,"Magnum, P.I.","A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",279.842,/jkxAIDbDfXrptT9Ab6iKnXjAqEV.jpg,1980-12-11,"Magnum, P.I.",7.281,345
1548,False,/c6GMzAaIvXXUvOve7bDfjjfAO4R.jpg,"[10766, 18, 10751]",43284,['MX'],es,María Isabel,"Native American girl Maria Isabel makes friends with Graciela, a rich white girl, despite Graciela's father's opposition; their friendship lasts into their adulthood.",79.933,/t4MZiXMWU8F1eHLxA0ZwLDptNNu.jpg,1997-08-04,María Isabel,7.3,271
1549,False,/yYhu8ED3DxwzoLhdH5nlfMPJrXY.jpg,"[18, 10759, 9648]",78903,['US'],en,Utopia,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,29.948,/oMY53BtS9vOTAhKgWr2gNYyLBOw.jpg,2020-09-25,Utopia,7.272,418
1550,False,/kLLeHt5qr9HUMjkqxELCg1YEBnl.jpg,[18],67419,['GB'],en,Victoria,"The story of Queen Victoria, who came to the throne at a time of great economic turbulence and resurgent republicanism – and died 64 years later the head of the largest empire the world had ever seen, having revitalised the throne’s public image and become “grandmother of Europe”.",59.165,/wtu2oxkUuP8bQu8YY7slIlvvvpX.jpg,2016-08-28,Victoria,7.3,239
1551,False,/j1JDsTfcJbSqEayItvZI9JtakNn.jpg,[18],58457,['CO'],es,Los Tres Caines,"The Castaño Gil family was a prosperous family of cattle ranchers whose son and eldest brother Fidel has made a great fortune. The Castaño family is marked the day Jesus Alberto Castaño, patriarch of the family, is kidnapped and killed by the FARC. From that moment on, the brothers Fidel, Vicente and Carlos are determined to put an end to the guerrilla and gradually form the largest army of the self-defense groups, which ends up increasing the armed conflict in Colombia, but whose axis of the plot is the betrayal between the three brothers that will tempt them to want to kill each other.",10.255,/ix5DHCHgp5KoEKyJ1FRjbc3ynyA.jpg,2013-03-04,Los Tres Caines,7.272,224
1552,False,/qiHP7bcwRVvxDoeH6PpvkwmpYyS.jpg,"[80, 18]",79622,['US'],en,Hunters,A diverse band of Nazi Hunters living in 1977 New York City discover that hundreds of high ranking Nazi officials are living among us and conspiring to create a Fourth Reich in the U.S. The eclectic team of Hunters set out on a bloody quest to bring the Nazis to justice and thwart their new genocidal plans.,70.895,/mjsz10d1abJXZwT9b8CTgniRJh9.jpg,2020-02-20,Hunters,7.271,521
1553,False,/7iBs4QZXYDwQt5Cf0mhrOWKbYFT.jpg,"[80, 18]",104555,['CO'],es,El robo del siglo,"Based on the 1994 robbery of US$33 million from Colombia's central bank, which turned the country upside down.",15.386,/j52EFofX8hCoenmvDC4AOppoPWu.jpg,2020-08-14,The Great Heist,7.269,595
1554,False,/j4TXQ7OJsLx1Ba6z8XA7is0DcRZ.jpg,"[18, 35, 80]",81357,['US'],en,Dead to Me,A hotheaded widow searching for the hit-and-run driver who mowed down her husband befriends an eccentric optimist who isn't quite what she seems.,75.126,/mAj18PHeACxqcrEus4pD8pksRmB.jpg,2019-05-03,Dead to Me,7.268,464
1555,False,/pK22xswNJ02Hhfb9lRbXEjtXefP.jpg,"[10759, 18, 35]",61599,['US'],en,The Librarians,"A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts. Based on the series of ""The Librarian"" movies.",114.266,/7JXM9rioiBDkRvR8MElO3YDa7F6.jpg,2014-12-07,The Librarians,7.267,433
1556,False,/7xXV6dt9BW11aoEJw48cQZy17QP.jpg,"[10765, 10759, 18]",14956,['US'],en,Dollhouse,"Echo is a member of a highly illegal and underground group of individuals whose personalities have been wiped clean so they can be imprinted with any number of new personas. Confined between missions to a secret facility known as the Dollhouse, the ""Actives"" are hired by the wealthy, powerful and connected to wholly become—with mind, personality and physiology—whomever the client wants or needs them to be. They know no other life than the specific engagements they are in at that time—or do they?",54.845,/oq5WPzUn7R0YcIk7QGwpXqvgSWO.jpg,2009-02-13,Dollhouse,7.267,409
1557,False,/vv2FQBvol6JgL9AO8mwi8jaoaNv.jpg,"[16, 35, 10751]",2405,"['US', 'SE']",en,Johnny Bravo,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",259.597,/obbdeoOk8XSXzJrWGiBbaeMMSMl.jpg,1997-07-07,Johnny Bravo,7.266,548
1558,False,/bebZzFw1mBzF9UwCO3ocW0PIIby.jpg,"[18, 9648]",210232,['US'],en,The Watcher,"A family moves into their suburban dream home, only to discover they've inherited a nightmare.",51.766,/6RrseODZo2e66XOzC1XMzMuecnf.jpg,2022-10-13,The Watcher,7.265,529
1559,False,/4MgI4sp5hLdz4ZZ9OieYjHk7y5N.jpg,"[16, 10759, 18]",19544,['US'],en,Afro Samurai,"In a futuristic Japan where conflicts are settled by the sword, Afro Samurai must avenge his father's murder by challenging a powerful warrior.",51.335,/hb6GlWCjjik7ycuUJbmowWwFx2c.jpg,2007-01-04,Afro Samurai,7.262,242
1560,False,/rPzH5zMkQpDQSo9153yQTg0udeq.jpg,"[9648, 10765, 18]",2263,"['CA', 'US']",en,Friday the 13th: The Series,Micki and Ryan with the help of their friend Jack try to recover cursed antiques so they can store them in safety inside the antique store's vault.,86.353,/sDYOJHlAQukeiwfZhE3BEfqtQKF.jpg,1987-10-03,Friday the 13th: The Series,7.3,218
1561,False,/pdhFFkr0GJxKkV7TWisnDKRpsPF.jpg,[35],127571,['MX'],es,Guerra de vecinos,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",31.324,/btZ7EjWaap6bdPTGKefn9rsc4Ok.jpg,2021-07-07,The War Next-door,7.3,264
1562,False,/wHcurqKFGAM9dA0zfqhpEXXSe6Q.jpg,[18],103992,['US'],en,A Teacher,"Claire Wilson, a young teacher at a suburban Texas high school, begins an affair with her student, Eric Walker. But their relationship accelerates faster than anticipated and the permanent damage becomes impossible to ignore.",43.904,/rH2eEuThzRQh87Uxz6SY3BuVNBD.jpg,2020-11-10,A Teacher,7.262,321
1563,False,/pXgwkDYoA1mjHFLrfXaXvwI3kca.jpg,"[80, 18, 9648]",99509,"['DE', 'AT']",de,Freud,"Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",22.508,/2dvC4h5yFrK9yawvqlegem9ogv3.jpg,2020-03-15,Freud,7.262,254
1564,False,/4TK1IREtfd7Ki8JWfwR1WahO5IP.jpg,"[16, 35]",4606,['US'],en,Garfield and Friends,"The animated stories of Garfield the cat, Odie the dog, their owner Jon and the trouble they get into. And also Orson the Pig and his adventures on a farm with his fellow farm animals.",232.086,/3HyTfZ9sSCoZPYrYHMffhRVm3Af.jpg,1988-09-17,Garfield and Friends,7.261,337
1565,False,/fmXrcZU44W4iGRQZ08zVfxjeRPi.jpg,"[10765, 10759, 18]",1663,['US'],en,The Six Million Dollar Man,"Follow the adventures of Steve Austin, cybernetically enhanced astronaut turned secret agent, employed by the OSI, under the command of Oscar Goldman and supervised by the scientist who created his cybernetics, Rudy Wells. Steve uses the superior strength and speed provided by his bionic arm and legs, and the enhanced vision provided by his artificial eye, to fight enemy agents, aliens, mad scientists, and a wide variety of other villains.",230.476,/5pd6DayQgZxK9lQHdZZYZuXyaZ2.jpg,1974-01-18,The Six Million Dollar Man,7.261,377
1566,False,/MeER3N5eqBDSAkG7iF4aIr8HUu.jpg,[18],79048,['CO'],es,La Prepago,La Prepago is about a woman living a double life: one as a beautiful university student with a normal love life from a traditional family; the other as a high-class escort who is paid for companionship and to satisfy the sexual appetites of men.,10.864,/s8f5VSb1ANC9rjLgcS3lJLuK12W.jpg,2013-06-19,La Prepago,7.257,214
1567,False,/30totGPtBLM5ginollLv0sjyglK.jpg,"[35, 18]",70573,['US'],en,GLOW,"In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling.",88.123,/aqQlgRgUwVTfbdxe33vfDEMiCa2.jpg,2017-06-23,GLOW,7.257,340
1568,False,/2CIpC7glUacb1urK8Rdr6O2rZnc.jpg,"[18, 80, 9648]",129495,"['AU', 'US']",en,Clickbait,"When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",30.549,/89Asq5Gx1YvmfJ4YhygTT9rFvtl.jpg,2021-08-25,Clickbait,7.256,305
1569,False,/tlxcIrzFPtLHhUjSSv0dsd0UV9x.jpg,"[16, 35, 10765, 10759]",62745,['JP'],ja,ダンジョンに出会いを求めるのは間違っているだろうか,"In a world, where the deities have descended from the heavens lies the town of Orario that features the Dungeon, which contains an assortment of monsters from goblins to dragons. Adventurers slay those monsters and take their shards, which are then used to craft magic items. To become an adventurer, people join groups called Familia. Each of which is named after and serves a resident deity. The adventurers and their attributes and abilities are ranked by level, improved by experience and supervised by their Familia's deity.

Bell Cranel, a novice adventurer, is the sole member of the Familia under the goddess Hestia. After being saved by top level adventurer Ais Wallenstein of the Loki Familia, he falls in love with her and decides to improve and become worthy of her attention. All the while mostly unaware that other girls, deities and mortals, also develop feelings for him. Especially Hestia herself.",17.712,/h97iHupymkJXBv0gyr4qlePhKAk.jpg,2015-04-04,Is It Wrong to Try to Pick Up Girls in a Dungeon?,7.256,203
1570,False,/nnunKGQjGusYsCaT7mTTlfexnw4.jpg,"[10765, 18]",51370,['US'],en,Resurrection,"The people of Arcadia, Missouri are forever changed when their deceased loved ones suddenly start to reappear.",57.949,/2bs5QoJwZmew05052jST9vgIEJc.jpg,2014-05-15,Resurrection,7.254,274
1571,False,/rxnschfLZf3ZPRiIa6oBBMtY7hF.jpg,"[18, 10759, 80]",4376,['US'],en,JAG,"Harmon ""Harm"" Rabb Jr. is a former pilot turned lawyer working for the military's JAG (Judge Advocate General) division, the elite legal wing of officers that prosecutes and defends those accused of military-related crimes. He works closely with Lt. Col. Sarah Mackenzie, and together they do what needs to be done to find the truth.",845.267,/zPyHpkJZ5O08lbgrQQIROXtb3xz.jpg,1995-09-23,JAG,7.252,317
1572,False,/2UevAet22DStLTUTUOJdZ4sODMf.jpg,"[18, 10765]",7831,['GB'],en,Dead Set,"Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",27.708,/wks5MzDsW5zg5KrQz0JCcefDNeM.jpg,2008-10-27,Dead Set,7.25,266
1573,False,/lc1uWc1DFUKl7naJ8RELzHhLNmh.jpg,"[10759, 16, 10765]",61295,['JP'],ja,ポケットモンスター THE ORIGIN,"Follow Red as he travels through the Kanto region, encounters Team Rocket, battles his rival, and  challenges the Pokémon League!",42.629,/ymqGbzADVolh0nT6rr1nx0YGNoA.jpg,2013-10-02,Pokémon Origins,7.2,323
1574,False,/j5B7G6NsWfgLawCAUsQU8Qrl6Tm.jpg,"[80, 9648, 18]",89844,['ES'],es,30 monedas,"Father Vergara—an exorcist, boxer and ex-convict—lives in a remote village in Spain. Hoping to be lost and forgotten, Vergara’s demons catch up to him.",84.038,/gb1JG7jzjWKQPdhc2TSokoiFK2S.jpg,2020-11-29,30 Coins,7.2,548
1575,False,/A1g8X7atNe7sjIEDJIyGbmaDfJn.jpg,"[16, 10751, 35]",117030,['US'],en,We Baby Bears,"Follow Grizz, Panda and Ice Bear – as their younger baby selves – traveling in a magical box to fantastic new worlds searching for a place to call home. Along the way, they meet new friends, learn a few lessons and discover that “home” can mean wherever they are, as long as they’re together.",146.733,/cXJ1m6f8KORhoIcrPSOYap56aAe.jpg,2022-01-01,We Baby Bears,7.2,263
1576,False,/n5h1JNlTm3AdWoKZnGcZMgemt8S.jpg,"[10759, 10765]",79026,['TR'],tr,Hakan: Muhafız,"The epic adventure of Hakan, a young shopkeeper whose modern world gets turned upside down when he learns he’s connected to a secret, ancient order, tasked with protecting Istanbul.",50.439,/xoN4wJRzeaWBfuQDYPngJgN6y9t.jpg,2018-12-14,The Protector,7.243,410
1577,False,/9TDtNdKwwJKAbddufpFlfUgBiCl.jpg,[35],4575,['US'],en,Lizzie McGuire,"Lizzie McGuire is all about the ordinary and not-so-ordinary adventures of a junior high student and her two best friends as they try to deal with the ups and downs of school, popularity, boys, parents, a bratty little brother--just life in general. And if Lizzie leaves anything unsaid, you can bet that her cartoon alter ego will say it for her!",110.51,/1ZOelP1XNP8eCwkhJvwRyVU9Ymd.jpg,2001-01-12,Lizzie McGuire,7.243,305
1578,False,/m4G421LlrPxqdtq980PLM91u38Y.jpg,"[35, 18, 10751]",496,['US'],en,Family Ties,"Former 1960s flower children Steven and Elyse Keaton raise their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",234.804,/3JVBzBToscU4uCyA67piI1RNarz.jpg,1982-09-22,Family Ties,7.243,214
1579,False,/fUhIeUfqPreLuEmgDuhb9LAdxHp.jpg,"[16, 10762, 10751, 10759, 35]",82747,['US'],en,Kung Fu Panda: The Paws of Destiny,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",89.506,/x4yvmIVuXxYKfTlgRtSJnGC1Izs.jpg,2018-11-15,Kung Fu Panda: The Paws of Destiny,7.238,866
1580,False,/AgP8MQcaG5X1ewCQMZdiP9ews4Y.jpg,[18],81292,['US'],en,Messiah,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,53.849,/psem2jK9GGC0g7dcjb4N5SCYb1u.jpg,2020-01-01,Messiah,7.241,320
1581,False,/yoFgLaM1GCRMouDwYnGydISgFlB.jpg,"[10759, 18]",111800,['US'],en,The Old Man,"Dan Chase absconded from the CIA decades ago and now lives off the grid. When an assassin arrives and tries to take Chase out, the old operative learns that to ensure his future he now must reconcile his past.",66.664,/euYz4adiSHH0GE3YnTeh3uLfBvL.jpg,2022-06-16,The Old Man,7.239,261
1582,False,/4amkATUf2mh5QL9OQ3WmHQqx9wk.jpg,"[10759, 18, 10765]",66190,['US'],en,Marvel's Cloak & Dagger,Two teenagers from very different backgrounds awaken to newly acquired superpowers which mysteriously link them to one another.,36.211,/pYnRJuBPEqZO1o4fcxBTgmKNHfy.jpg,2018-06-07,Marvel's Cloak & Dagger,7.2,567
1583,False,/uzUPwWSAheYKdavFCcod9M6y2rf.jpg,"[10759, 10765]",83125,['GB'],en,Cursed,"In this fresh take on the Arthurian legend, teenager Nimue joins forces with mercenary Arthur on a quest to find Merlin and deliver an ancient sword.",31.013,/wrLC5kx0nEq9U0MyJD7dnOT6m5F.jpg,2020-07-16,Cursed,7.237,872
1584,False,/4RCJIZMy65KyjOPkNcM22D78u9k.jpg,"[18, 10765]",68467,['BR'],pt,3%,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",36.027,/bbwjI8rp88XNA4fdEex3kOwbr9O.jpg,2016-11-25,3%,7.234,426
1585,False,/7T2BU8EM63gewJUNXfGlOiPetH1.jpg,"[9648, 18]",71116,['US'],en,Castle Rock,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",51.57,/6dnUpv9ghx84pgxlMOb4uuJrWDs.jpg,2018-07-25,Castle Rock,7.232,523
1586,False,/qgcx8M52bOXUPqdFH9xtujBOakN.jpg,[18],12970,['MX'],es,"Dos mujeres, un camino","Dos mujeres, un camino is a Mexican telenovela, produced by Televisa, which originally aired from August 2, 1993 to July 1, 1994, on Canal de las Estrellas.",57.847,/rDWuYnHRr36xUW2gsDA4X4kwcJ2.jpg,1993-08-16,"Two Women, One Road",7.232,284
1587,False,/l6ZOctV4K6gfLRWf7jQQzNOLCtr.jpg,[99],129677,['GB'],en,Top Secret UFO Projects Declassified,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",13.765,/eB5aBU9TVZ3Lk7G7Ppy6Ym0rtAd.jpg,2021-01-19,Top Secret UFO Projects Declassified,7.23,226
1588,False,/97pA0UjBqqgcZFbREQL3U1BQDgX.jpg,"[9648, 80]",96608,['GB'],en,The Stranger,A web of secrets sends family man Adam Price on a desperate quest to uncover the truth about the people closest to him.,39.079,/qKtjZ6f8ip6M7pYiDcVs0QXUAly.jpg,2020-01-30,The Stranger,7.23,400
1589,False,/sSagbqN1FgOFBmI5cYjJahOGPc.jpg,"[16, 10759, 10765]",931,['US'],en,He-Man and the Masters of the Universe,"When Adam, Prince of the planet Eternia, raises his magic sword he transforms into He-Man (the most powerful man in the universe).  With his allies and friends, he battles the evil Skeletor and his minions to protect the secrets of Castle Greyskull.",87.77,/omwfYtYuz67f5cyYqh7CvfqkpO3.jpg,1983-09-05,He-Man and the Masters of the Universe,7.23,322
1590,False,/zudK7kMNsrcNjgcnXblKo5suti7.jpg,"[10751, 16, 35]",4429,['US'],en,The Lion King's Timon & Pumbaa,"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.",175.454,/sn9PTOwI6ktLHZcysCrP8cqOw1b.jpg,1995-09-08,Timon & Pumbaa,7.229,580
1591,False,/kijrwXzg2LayIFUJIreIgT1iyeh.jpg,"[10759, 16, 35, 10751, 10762]",3319,['US'],en,Darkwing Duck,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",136.222,/1gJMSXS0gwM8gDJnzVSITcxbQc.jpg,1991-09-06,Darkwing Duck,7.228,270
1592,False,/j0cQsDvipy6KKP2KYRksXWbxqdw.jpg,"[10759, 18, 10765]",66786,['US'],en,Timeless,"A mysterious criminal steals a secret state-of-the-art time machine, intent on destroying America as we know it by changing the past. Our only hope is an unexpected team: a scientist, a soldier and a history professor, who must use the machine's prototype to travel back in time to critical events. While they must make every effort not to affect the past themselves, they must also stay one step ahead of this dangerous fugitive. But can this handpicked team uncover the mystery behind it all and end his destruction before it's too late?",80.975,/wFaS9kROwztTWNxIKBbOLwIgApV.jpg,2016-10-03,Timeless,7.227,665
1593,False,/AuBcWVK8xrer0GPDnIAzgrkUY8d.jpg,"[16, 10765]",36250,['JP'],ja,XXX ホリック,"Kimihiro Watanuki is a high school student plagued by ayakashi spirits, both of which are invisible to everyone else but him. The series begins when Watanuki stumbles, seemingly by chance, into a shop that grants wishes. The shop is owned by Yūko Ichihara, a mysterious witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yūko, must be of equal value; so, as payment, he must become Yūko's temporary, part-time cook and housekeeper.",79.667,/5yY74hwLcG5rQSe6cEUW3HjO3J9.jpg,2006-04-06,xxxHOLiC,7.2,782
1594,False,/qKyJDrIBf24C2WwjpjnuWu3M8fu.jpg,[10765],93811,['BE'],fr,Into the Night,"When the sun suddenly starts killing everything in its path, passengers on an overnight flight from Brussels attempt to survive by any means necessary.",23.824,/na6fk6WculNrUPCPPQSPNjNyjvX.jpg,2020-05-01,Into the Night,7.225,473
1595,False,/qx7qy2GJOc7yGY6WENyBU3OVv7A.jpg,"[18, 9648, 10765]",82816,['US'],en,Lovecraft Country,"The anthology horror series follows 25-year-old Atticus Freeman, who joins up with his friend Letitia and his Uncle George to embark on a road trip across 1950s Jim Crow America to find his missing father. They must survive and overcome both the racist terrors of white America and the malevolent spirits that could be ripped from a Lovecraft paperback.",37.17,/fz7bdjxPColvEWCGr5Kiclzc86d.jpg,2020-08-16,Lovecraft Country,7.2,622
1596,False,/5tLsZoolMwqkCMUwEXYfh61Pajn.jpg,"[10751, 16, 10762]",46928,['US'],en,Sofia the First,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.",156.299,/AjtUB1siU3hvqNEA85VLOmuXu2I.jpg,2013-01-11,Sofia the First,7.222,509
1597,False,/coYERmVAA64FYVNa5RgJ3AFyVFv.jpg,"[35, 10751]",197588,['GB'],en,Man Vs Bee,"A man finds himself at war with a bee while house-sitting a luxurious mansion. Who will win, and what irreparable damage will be done in the process?",27.154,/c80mxgOPvSWJBcgWoI5bf3et5Ws.jpg,2022-06-24,Man Vs Bee,7.216,498
1598,False,/hndATj4ErEQbO796kvjyiOvSNBL.jpg,"[16, 10751, 10759, 35]",132559,['US'],en,The Croods: Family Tree,"Two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",101.433,/c0x8dGn1eurgf2TxvLHsPBrJKks.jpg,2021-09-23,The Croods: Family Tree,7.216,707
